,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,price,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,total_beds,price_per_person
1735,32385687,a few days or more,0.0,0.0,No,Yes,Outram,1.27987,103.84054,Hotel room,2,1.0,1.0,239.0,Yes,11,0,0,4.91,4.73,4.82,4.91,5.0,4.82,4.82,No,0.34,1.0,119.5
1736,32388223,a few days or more,0.0,0.0,No,Yes,Outram,1.28002,103.84053,Hotel room,2,1.0,1.0,216.0,Yes,12,0,0,4.75,4.92,4.75,5.0,5.0,4.83,4.5,No,0.37,1.0,108.0
1737,32411075,Unknown,72.77864583333333,100.0,No,Yes,Kallang,1.31103,103.87403,Hotel room,1,2.0,1.0,66.0,Yes,141,0,0,4.67,4.75,4.58,4.84,4.85,4.69,4.72,Yes,4.32,1.0,66.0
1738,32452018,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27903,103.84864,Entire home/apt,2,1.0,1.0,151.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.03,1.0,75.5
1739,32475586,within a few hours,100.0,89.0,Yes,Yes,Rochor,1.30314,103.86109,Entire home/apt,2,1.0,,86.0,Yes,7,4,1,4.43,4.43,4.43,4.57,5.0,5.0,4.14,Yes,0.22,,43.0
1740,32476357,within a few hours,100.0,89.0,Yes,Yes,Kallang,1.30326,103.86299,Entire home/apt,2,1.0,1.0,124.0,Yes,0,0,0,,,,,,,,Yes,,1.0,62.0
1741,32478810,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27568,103.84582,Entire home/apt,2,1.0,1.0,137.0,Yes,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.14,1.0,68.5
1744,32502391,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27629,103.84563,Entire home/apt,2,1.0,1.0,140.0,Yes,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.13,1.0,70.0
1753,32621960,within an hour,100.0,99.0,Yes,Yes,Downtown Core,1.29758,103.85351,Entire home/apt,4,2.0,2.0,286.0,Yes,2,1,1,4.5,5.0,4.5,5.0,5.0,5.0,4.0,Yes,0.06,4.0,71.5
1754,32623479,within an hour,100.0,99.0,Yes,Yes,Rochor,1.29902,103.85153,Entire home/apt,4,2.0,2.0,286.0,Yes,0,0,0,,,,,,,,Yes,,4.0,71.5
1756,32671732,within a few hours,100.0,89.0,Yes,Yes,Rochor,1.30183,103.86141,Entire home/apt,2,1.0,,96.0,Yes,5,2,0,4.6,4.8,4.6,5.0,4.8,4.8,3.8,Yes,0.18,,48.0
1757,32671831,within a few hours,100.0,89.0,Yes,Yes,Kallang,1.3028,103.86315,Entire home/apt,2,1.0,1.0,118.0,Yes,0,0,0,,,,,,,,Yes,,1.0,59.0
1758,32729464,within an hour,100.0,97.0,No,Yes,Outram,1.28302,103.84158,Private room,1,1.0,1.0,69.0,Yes,1,0,0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,No,0.03,1.0,69.0
1759,32729775,within a few hours,88.0,96.0,No,Yes,Outram,1.2842,103.84255,Private room,1,1.0,1.0,69.0,Yes,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.12,1.0,69.0
1761,32777778,within a few hours,88.0,96.0,No,Yes,Kallang,1.31181,103.85895,Private room,1,1.0,1.0,69.0,Yes,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Yes,0.07,1.0,69.0
1762,32777995,within an hour,100.0,97.0,No,Yes,Kallang,1.31188,103.86005,Private room,1,3.0,1.0,49.0,Yes,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,No,0.03,1.0,49.0
1763,32815398,a few days or more,33.0,100.0,No,No,Downtown Core,1.29755,103.85736,Entire home/apt,2,1.0,1.0,120.0,Yes,3,0,0,5.0,4.33,5.0,5.0,5.0,5.0,4.67,No,0.09,1.0,60.0
1769,32854955,within a few hours,87.0,0.0,No,No,Downtown Core,1.28192,103.85291,Private room,1,1.0,1.0,85.0,Yes,0,0,0,,,,,,,,No,,1.0,85.0
1770,32857394,within a few hours,95.0,41.0,No,Yes,Downtown Core,1.27383,103.84636,Entire home/apt,2,1.0,1.0,180.0,Yes,0,0,0,,,,,,,,No,,1.0,90.0
1772,32903109,within a few hours,90.0,90.0,No,Yes,Outram,1.28219,103.847,Entire home/apt,4,1.0,1.0,146.0,Yes,12,1,0,4.18,4.45,4.36,4.82,4.64,4.73,4.09,No,0.36,2.0,36.5
1775,33003533,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.31039,103.86137,Private room,1,3.0,1.0,59.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.04,1.0,59.0
1776,33025531,within an hour,100.0,100.0,No,Yes,Outram,1.28167,103.84552,Entire home/apt,2,1.0,1.0,150.0,Yes,31,1,0,4.81,4.9,4.81,4.94,4.74,4.9,4.71,No,1.02,1.0,75.0
1777,33026305,within an hour,100.0,100.0,No,Yes,Outram,1.28318,103.84518,Entire home/apt,4,1.0,1.0,143.0,Yes,13,0,0,4.0,4.42,3.92,4.58,4.33,4.58,4.25,No,0.39,1.0,35.75
1785,33081780,within a few hours,88.0,96.0,No,Yes,Outram,1.28359,103.84135,Private room,1,1.0,1.0,69.0,Yes,0,0,0,,,,,,,,Yes,,1.0,69.0
1787,33085362,within a few hours,88.0,96.0,No,Yes,Kallang,1.3104,103.86166,Private room,1,3.0,1.0,49.0,Yes,1,0,0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,No,0.04,1.0,49.0
1788,33086213,within a day,80.0,81.0,No,Yes,Kallang,1.312,103.85874,Private room,1,1.0,1.0,59.0,Yes,0,0,0,,,,,,,,Yes,,1.0,59.0
1789,33087310,within a few hours,87.0,0.0,No,No,Downtown Core,1.28197,103.85214,Entire home/apt,1,1.5,1.0,135.0,Yes,0,0,0,,,,,,,,No,,1.0,135.0
1790,33102270,a few days or more,0.0,0.0,No,No,Geylang,1.31499,103.90373,Private room,1,1.0,1.0,35.0,Yes,0,0,0,,,,,,,,Yes,,1.0,35.0
1791,33108041,within a few hours,96.0,91.0,Yes,Yes,Kallang,1.32231,103.86385,Entire home/apt,4,2.0,2.0,234.0,Yes,68,16,1,4.81,4.84,4.78,4.85,4.88,4.65,4.6,No,2.01,4.0,58.5
1792,33110734,within a few hours,96.0,91.0,Yes,Yes,Kallang,1.32229,103.86607,Entire home/apt,4,2.0,2.0,349.0,Yes,46,7,1,4.96,4.85,4.89,4.91,4.96,4.7,4.78,No,1.37,4.0,87.25
1793,33111029,within a few hours,96.0,91.0,Yes,Yes,Kallang,1.32404,103.86416,Entire home/apt,4,2.0,2.0,331.0,Yes,45,4,1,4.87,4.91,4.84,4.89,4.93,4.6,4.69,No,1.35,4.0,82.75
1795,33111278,within a few hours,96.0,91.0,Yes,Yes,Kallang,1.32349,103.86599,Entire home/apt,4,2.0,2.0,135.0,Yes,53,9,1,4.75,4.94,4.68,4.92,4.94,4.7,4.79,No,1.57,4.0,33.75
1806,33155188,within a few hours,88.0,96.0,No,Yes,Kallang,1.31023,103.86146,Private room,1,3.0,1.0,59.0,Yes,0,0,0,,,,,,,,Yes,,1.0,59.0
1807,33172664,within a few hours,87.0,0.0,No,No,Downtown Core,1.28065,103.85155,Entire home/apt,1,1.0,,113.0,Yes,0,0,0,,,,,,,,No,,,113.0
1811,33232136,within an hour,100.0,100.0,No,Yes,Outram,1.28159,103.84646,Entire home/apt,2,1.0,1.0,160.0,Yes,25,0,0,4.56,4.76,4.68,4.92,4.64,4.76,4.64,No,0.75,1.0,80.0
1815,33347361,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27615,103.84504,Entire home/apt,2,1.0,1.0,124.0,Yes,4,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,No,0.14,1.0,62.0
1816,33388955,within an hour,100.0,100.0,Yes,Yes,Kallang,1.31096,103.85202,Entire home/apt,2,1.0,1.0,169.0,Yes,78,19,4,4.73,4.83,4.72,4.78,4.82,4.72,4.62,Yes,2.56,3.0,84.5
1820,33477122,within a few hours,88.0,96.0,No,Yes,Outram,1.28529,103.84204,Private room,1,2.0,1.0,59.0,Yes,0,0,0,,,,,,,,Yes,,1.0,59.0
1828,33604087,within an hour,100.0,100.0,No,Yes,Rochor,1.30257,103.8602,Hotel room,1,3.0,1.0,33.0,Yes,0,0,0,,,,,,,,Yes,,1.0,33.0
1829,33604275,within an hour,100.0,100.0,No,Yes,Rochor,1.30264,103.85963,Hotel room,1,3.0,1.0,30.0,Yes,5,0,0,4.0,4.0,4.6,4.2,4.8,4.6,4.4,Yes,0.16,1.0,30.0
1830,33604276,within an hour,100.0,100.0,Yes,Yes,Rochor,1.31097,103.85411,Entire home/apt,2,1.0,,134.0,Yes,65,20,2,4.69,4.75,4.77,4.86,4.88,4.77,4.54,Yes,2.14,,67.0
1831,33604552,within an hour,100.0,100.0,No,Yes,Rochor,1.30255,103.85847,Hotel room,1,3.0,1.0,31.0,Yes,7,0,0,4.71,4.71,4.71,4.71,4.57,5.0,4.43,Yes,0.26,1.0,31.0
1832,33604718,within an hour,100.0,100.0,No,Yes,Downtown Core,1.30083,103.8581,Hotel room,1,3.0,1.0,29.0,Yes,70,0,0,4.66,4.77,4.76,4.73,4.74,4.84,4.6,Yes,2.35,1.0,29.0
1833,33604867,within an hour,100.0,100.0,No,Yes,Rochor,1.3022,103.85818,Hotel room,1,2.0,1.0,34.0,Yes,0,0,0,,,,,,,,Yes,,1.0,34.0
1834,33605437,within an hour,100.0,100.0,No,Yes,Downtown Core,1.30085,103.85787,Hotel room,2,3.0,1.0,134.0,Yes,0,0,0,,,,,,,,Yes,,2.0,67.0
1837,33634552,within an hour,100.0,100.0,Yes,Yes,Rochor,1.31138,103.85273,Entire home/apt,2,1.0,,143.0,Yes,68,16,1,4.68,4.79,4.75,4.82,4.88,4.72,4.49,Yes,2.19,,71.5
1838,33669171,within an hour,100.0,100.0,Yes,Yes,Rochor,1.30954,103.85358,Entire home/apt,2,1.0,,130.0,Yes,69,29,6,4.84,4.9,4.77,4.86,4.91,4.83,4.71,No,2.23,,65.0
1839,33678136,Unknown,72.77864583333333,55.79398359161349,No,No,Kallang,1.32861,103.86406,Entire home/apt,5,2.0,2.0,139.0,No,1,0,0,0.0,,,,,,,No,0.03,4.0,27.8
1840,33693358,within a few hours,98.0,84.0,Yes,Yes,Outram,1.28196,103.84765,Entire home/apt,2,1.0,,130.0,Yes,1,0,0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,No,0.04,,65.0
1841,33722089,within a few hours,90.0,91.0,Yes,Yes,Outram,1.2841,103.84253,Private room,1,2.0,1.0,59.0,Yes,2,0,0,3.5,4.0,2.5,4.0,5.0,4.5,3.5,Yes,0.06,1.0,59.0
1844,33748928,within an hour,100.0,99.0,No,Yes,Kallang,1.31806,103.85307,Private room,2,1.0,1.0,63.0,Yes,25,6,1,4.68,4.8,4.16,4.96,5.0,4.68,4.68,No,0.77,1.0,31.5
1848,33885738,within an hour,100.0,97.0,No,Yes,Outram,1.2841,103.84253,Private room,1,2.0,1.0,69.0,Yes,1,0,0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,No,0.03,1.0,69.0
1851,33953077,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27527,103.8454,Entire home/apt,4,2.0,2.0,189.0,Yes,2,0,0,5.0,4.5,4.5,4.5,4.5,4.5,4.0,Yes,0.09,4.0,47.25
1852,33981233,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27316,103.84518,Entire home/apt,2,1.0,1.0,148.0,Yes,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,Yes,0.07,1.0,74.0
1853,33982757,within an hour,94.0,91.0,No,Yes,Outram,1.28196,103.8429,Hotel room,3,1.0,1.0,180.0,Yes,28,1,0,4.57,4.86,4.79,5.0,4.96,4.96,4.32,Yes,0.98,2.0,60.0
1855,34010187,Unknown,0.0,0.0,No,Yes,Rochor,1.30469,103.85185,Shared room,2,0.0,1.0,204.0,Yes,0,0,0,,,,,,,,No,,1.0,102.0
1860,34071208,within an hour,94.0,91.0,No,Yes,Outram,1.2836,103.84368,Hotel room,2,1.0,1.0,129.0,Yes,5,0,0,4.8,4.8,4.4,5.0,5.0,4.8,4.2,Yes,0.16,1.0,64.5
1861,34071596,within an hour,94.0,91.0,No,Yes,Outram,1.28229,103.84516,Hotel room,2,1.0,1.0,122.0,Yes,17,5,0,4.59,4.53,4.76,4.76,4.76,4.65,4.47,Yes,0.52,1.0,61.0
1862,34071837,within an hour,94.0,91.0,No,Yes,Outram,1.28152,103.84492,Hotel room,2,1.0,1.0,111.0,Yes,36,1,0,4.33,4.47,4.31,4.94,4.97,4.92,4.06,Yes,1.14,1.0,55.5
1863,34072244,within an hour,94.0,91.0,No,Yes,Outram,1.28155,103.84517,Hotel room,1,1.0,1.0,120.0,Yes,12,0,0,4.42,4.42,4.83,4.92,4.75,4.92,4.42,Yes,0.39,1.0,120.0
1864,34073545,within an hour,94.0,91.0,No,Yes,Outram,1.28239,103.84502,Hotel room,4,1.0,1.0,235.0,Yes,12,4,0,4.58,4.42,4.5,4.33,4.33,4.83,4.42,Yes,0.38,2.0,58.75
1865,34076777,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.31068,103.86118,Private room,1,3.0,1.0,59.0,Yes,2,0,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,Yes,0.07,1.0,59.0
1866,34082010,within a few hours,88.0,96.0,No,Yes,Geylang,1.3147,103.88163,Private room,1,3.0,1.0,39.0,Yes,2,0,0,4.0,4.0,3.5,4.0,4.5,5.0,4.0,Yes,0.07,1.0,39.0
1869,34186257,within an hour,100.0,100.0,No,Yes,Outram,1.2834,103.84367,Private room,1,3.0,1.0,78.0,Yes,14,0,0,4.64,4.57,4.93,4.64,4.71,5.0,4.64,Yes,0.44,1.0,78.0
1875,34237184,a few days or more,20.0,0.0,No,Yes,Rochor,1.30744,103.85265,Private room,4,2.0,1.0,114.0,Yes,1,0,0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,No,0.03,4.0,28.5
1879,34288316,within a day,80.0,81.0,No,Yes,Kallang,1.31098,103.86005,Private room,1,3.0,1.0,49.0,Yes,1,0,0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,Yes,0.03,1.0,49.0
1881,34318004,within an hour,100.0,100.0,No,Yes,Outram,1.28338,103.84503,Entire home/apt,4,1.0,1.0,205.0,Yes,21,0,0,4.38,4.57,4.14,4.48,4.38,4.81,4.24,No,0.67,1.0,51.25
1882,34346401,within a few hours,90.0,91.0,Yes,Yes,Geylang,1.3147,103.88163,Private room,1,3.0,1.0,49.0,Yes,1,0,0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,No,0.03,1.0,49.0
1885,34373954,within a few hours,88.0,96.0,No,Yes,Kallang,1.30834,103.86318,Private room,1,3.0,1.0,46.0,Yes,0,0,0,,,,,,,,Yes,,1.0,46.0
1887,34454047,within an hour,100.0,100.0,No,Yes,Outram,1.28534,103.84224,Private room,1,3.0,1.0,88.0,Yes,12,0,0,4.92,4.92,5.0,4.75,4.92,4.75,4.83,Yes,0.38,1.0,88.0
1891,34526007,within an hour,100.0,100.0,Yes,Yes,Rochor,1.3111,103.85401,Entire home/apt,2,1.0,1.0,165.0,Yes,45,19,8,4.78,4.8,4.73,4.82,4.96,4.76,4.73,Yes,1.46,2.0,82.5
1892,34579286,within an hour,100.0,100.0,Yes,Yes,Rochor,1.31072,103.85421,Entire home/apt,2,1.0,1.0,171.0,Yes,45,16,0,4.84,4.73,4.87,4.87,4.98,4.91,4.8,Yes,1.47,1.0,85.5
1896,34654117,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.3101,103.8621,Private room,1,3.0,1.0,49.0,Yes,1,0,0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,Yes,0.04,1.0,49.0
1897,34692602,a few days or more,20.0,0.0,No,Yes,Rochor,1.30591,103.85345,Shared room,2,2.0,1.0,49.0,Yes,12,0,0,4.42,4.58,4.33,4.83,4.75,4.42,4.17,No,0.39,10.0,24.5
1899,34733071,within an hour,100.0,97.0,No,Yes,Geylang,1.31566,103.88067,Private room,1,3.0,1.0,59.0,Yes,4,2,0,5.0,4.75,5.0,5.0,5.0,5.0,5.0,No,0.15,1.0,59.0
1903,34909010,within an hour,100.0,97.0,No,Yes,Geylang,1.3147,103.88163,Private room,1,3.0,1.0,39.0,Yes,0,0,0,,,,,,,,No,,1.0,39.0
1904,34909012,within a few hours,90.0,91.0,Yes,Yes,Geylang,1.3147,103.88163,Private room,1,3.0,1.0,39.0,Yes,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Yes,0.03,1.0,39.0
1906,34919150,within an hour,96.0,100.0,No,Yes,Outram,1.28345,103.84326,Hotel room,2,1.0,1.0,185.0,Yes,12,0,0,4.33,4.17,4.17,5.0,5.0,5.0,4.17,Yes,0.38,1.0,92.5
1907,34930444,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.31006,103.86226,Private room,1,3.0,1.0,49.0,Yes,0,0,0,,,,,,,,Yes,,1.0,49.0
1908,34932388,within a few hours,88.0,96.0,No,Yes,Kallang,1.31144,103.86032,Private room,1,3.0,1.0,59.0,Yes,0,0,0,,,,,,,,Yes,,1.0,59.0
1909,34943409,within a few hours,100.0,84.0,No,Yes,Geylang,1.31336,103.88609,Entire home/apt,2,1.0,1.0,88.0,Yes,2,1,0,4.5,5.0,5.0,5.0,5.0,4.5,4.0,No,0.08,1.0,44.0
1910,34943627,within a few hours,100.0,84.0,No,Yes,Geylang,1.31374,103.88813,Entire home/apt,2,1.0,1.0,88.0,Yes,7,0,0,4.71,4.43,5.0,4.71,5.0,4.71,4.57,No,0.23,1.0,44.0
1911,34949534,within a few hours,95.0,41.0,No,Yes,Downtown Core,1.27499,103.84535,Entire home/apt,2,1.0,1.0,160.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.04,1.0,80.0
1913,34964444,within a few hours,88.0,96.0,No,Yes,Geylang,1.3147,103.88163,Private room,1,3.0,1.0,39.0,Yes,1,0,0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,Yes,0.03,1.0,39.0
1915,35008965,within a few hours,100.0,84.0,No,Yes,Geylang,1.31371,103.88629,Entire home/apt,2,1.0,1.0,72.0,Yes,16,3,0,4.88,4.81,4.75,4.88,4.81,4.63,4.81,No,0.54,1.0,36.0
1917,35026116,within an hour,100.0,97.0,No,Yes,Outram,1.2841,103.84253,Private room,1,2.0,1.0,59.0,Yes,1,0,0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,No,0.03,1.0,59.0
1918,35030220,Unknown,0.0,0.0,No,No,Rochor,1.30715,103.84713,Entire home/apt,5,2.0,2.0,178.0,Yes,0,0,0,,,,,,,,Yes,,8.0,35.6
1919,35048026,within an hour,100.0,100.0,No,Yes,Rochor,1.30313,103.85179,Private room,1,1.0,1.0,75.0,Yes,3,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Yes,0.11,1.0,75.0
1920,35048987,within an hour,100.0,100.0,No,Yes,Rochor,1.30113,103.8534,Private room,1,1.0,1.0,50.0,Yes,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.07,1.0,50.0
1924,35102472,within an hour,100.0,100.0,Yes,Yes,Rochor,1.30909,103.85459,Entire home/apt,2,1.0,,142.0,Yes,49,17,3,4.84,4.86,4.88,4.94,4.9,4.78,4.47,No,1.58,,71.0
1925,35144181,within an hour,100.0,100.0,No,Yes,Rochor,1.3014,103.8534,Private room,1,1.0,1.0,50.0,Yes,2,0,0,4.5,5.0,4.5,5.0,4.5,5.0,4.5,Yes,0.08,1.0,50.0
1929,35185817,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.297,103.85554,Entire home/apt,4,1.0,1.0,350.0,Yes,1,1,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,No,0.08,2.0,87.5
1930,35185826,within a few hours,97.0,31.0,No,Yes,Outram,1.28318,103.84475,Entire home/apt,2,1.0,1.0,140.0,Yes,0,0,0,,,,,,,,No,,1.0,70.0
1932,35237622,Unknown,72.77864583333333,0.0,No,Yes,Downtown Core,1.28976,103.84939,Private room,2,1.0,1.0,109.0,Yes,5,0,0,4.8,4.4,4.0,4.8,5.0,5.0,4.2,No,0.16,1.0,54.5
1934,35300740,within a day,80.0,81.0,No,Yes,Outram,1.28349,103.84325,Private room,1,1.0,1.0,69.0,Yes,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.19,1.0,69.0
1946,35483317,within a few hours,97.0,31.0,No,Yes,Outram,1.27826,103.84365,Entire home/apt,2,1.0,1.0,164.0,Yes,1,0,0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,No,0.03,1.0,82.0
1955,35508758,within an hour,100.0,97.0,No,Yes,Kallang,1.31193,103.859,Private room,1,1.0,1.0,59.0,Yes,2,1,0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,No,0.07,1.0,59.0
1959,35647924,within a few hours,100.0,84.0,No,Yes,Geylang,1.31308,103.88781,Entire home/apt,2,1.0,,68.0,Yes,3,1,1,5.0,4.67,5.0,5.0,5.0,4.0,5.0,No,0.11,,34.0
1984,35949995,Unknown,72.77864583333333,55.79398359161349,No,No,Geylang,1.31479,103.88356,Private room,2,1.0,1.0,65.0,Yes,1,0,0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,Yes,0.03,1.0,32.5
1985,35961334,within a few hours,100.0,72.0,Yes,Yes,Kallang,1.31477,103.855,Private room,3,2.5,1.0,59.0,Yes,9,3,0,5.0,5.0,5.0,4.89,5.0,5.0,5.0,No,0.32,1.0,19.666666666666668
1986,35991648,within a few hours,90.0,20.0,Yes,Yes,Kallang,1.31689,103.85484,Private room,2,1.5,1.0,95.0,Yes,27,0,0,4.89,4.93,4.96,4.96,5.0,4.78,4.59,No,0.89,1.0,47.5
1995,36129690,Unknown,72.77864583333333,0.0,No,No,Downtown Core,1.29057,103.84984,Private room,2,1.0,1.0,123.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.04,1.0,61.5
1999,36167207,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.31263,103.85806,Private room,1,1.0,1.0,59.0,Yes,1,0,0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,Yes,0.06,1.0,59.0
2005,36216542,within a few hours,100.0,84.0,Yes,Yes,Geylang,1.31623,103.9,Private room,2,2.0,1.0,49.0,Yes,33,4,1,4.58,4.61,4.42,4.79,4.82,4.61,4.7,No,1.16,2.0,24.5
2007,36244182,within an hour,100.0,100.0,No,Yes,Geylang,1.31265,103.90283,Private room,2,1.0,1.0,63.0,Yes,3,3,2,4.67,4.33,4.33,4.0,4.67,5.0,4.67,Yes,2.25,1.0,31.5
2010,36285087,within an hour,100.0,93.0,No,Yes,Geylang,1.31249,103.88851,Private room,2,1.0,1.0,60.0,Yes,22,1,0,4.77,4.91,4.55,4.82,4.86,4.82,4.82,No,0.74,1.0,30.0
2012,36315855,within a few hours,100.0,84.0,No,Yes,Geylang,1.31328,103.88769,Entire home/apt,2,1.0,1.0,83.0,Yes,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.11,1.0,41.5
2018,36362495,within a few hours,87.0,0.0,No,No,Downtown Core,1.28072,103.85373,Entire home/apt,1,2.0,3.0,159.0,Yes,0,0,0,,,,,,,,No,,9.0,159.0
2019,36427750,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27553,103.84522,Entire home/apt,2,1.0,,132.0,Yes,0,0,0,,,,,,,,Yes,,,66.0
2024,36581961,within a few hours,100.0,100.0,No,Yes,Downtown Core,1.27452,103.84523,Private room,2,1.0,1.0,102.0,Yes,16,1,0,4.93,4.93,4.93,5.0,5.0,5.0,4.73,No,0.54,1.0,51.0
2028,36738948,within a few hours,97.0,31.0,No,Yes,Kallang,1.3029,103.86337,Entire home/apt,2,1.0,1.0,133.0,Yes,0,0,0,,,,,,,,No,,1.0,66.5
2033,36808814,within an hour,100.0,99.0,No,Yes,Kallang,1.31878,103.85252,Entire home/apt,2,1.5,1.0,118.0,Yes,16,4,1,5.0,4.81,4.63,4.69,4.94,4.88,4.88,Yes,0.55,1.0,59.0
2035,36855460,within a few hours,100.0,89.0,Yes,Yes,Kallang,1.30286,103.86332,Entire home/apt,2,1.0,,96.0,Yes,3,1,0,5.0,5.0,5.0,4.33,5.0,5.0,5.0,Yes,0.12,,48.0
2036,36855972,within a few hours,100.0,89.0,Yes,Yes,Rochor,1.30326,103.86108,Entire home/apt,2,1.0,1.0,124.0,Yes,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.47,1.0,62.0
2037,36857064,within a few hours,100.0,89.0,Yes,Yes,Kallang,1.30302,103.86283,Entire home/apt,2,1.0,,96.0,Yes,3,0,0,4.0,4.67,4.0,5.0,4.33,4.67,3.67,Yes,0.12,,48.0
2038,36857645,within a few hours,100.0,89.0,Yes,Yes,Kallang,1.3032,103.86256,Entire home/apt,2,1.0,1.0,120.0,Yes,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,Yes,0.11,1.0,60.0
2039,36858565,within a few hours,100.0,89.0,Yes,Yes,Rochor,1.30252,103.86128,Entire home/apt,2,1.0,,103.0,Yes,0,0,0,,,,,,,,No,,,51.5
2040,36859434,within a few hours,100.0,89.0,Yes,Yes,Kallang,1.30332,103.86344,Entire home/apt,2,1.0,1.0,133.0,Yes,0,0,0,,,,,,,,No,,1.0,66.5
2042,36888718,within an hour,100.0,55.79398359161349,No,Yes,Geylang,1.30955,103.88284,Private room,2,1.0,1.0,74.0,Yes,13,0,0,4.62,4.85,4.54,4.77,4.92,4.54,4.62,Yes,0.44,1.0,37.0
2043,36920538,within an hour,100.0,55.79398359161349,No,Yes,Geylang,1.30986,103.88165,Private room,2,1.0,1.0,64.0,Yes,4,0,0,4.0,4.0,4.0,4.25,4.0,4.25,3.5,Yes,0.14,1.0,32.0
2044,36925569,within an hour,100.0,55.79398359161349,No,Yes,Geylang,1.31129,103.88118,Private room,2,1.0,1.0,64.0,Yes,7,0,0,4.57,4.43,4.14,5.0,4.86,4.86,4.71,Yes,0.25,1.0,32.0
2051,37059139,within an hour,100.0,100.0,No,Yes,Outram,1.28206,103.84506,Entire home/apt,4,1.0,1.0,193.0,Yes,21,0,0,4.24,4.29,3.81,4.71,4.57,4.9,4.14,No,0.72,1.0,48.25
2052,37060879,within an hour,100.0,100.0,No,Yes,Outram,1.28136,103.84512,Entire home/apt,2,1.0,1.0,179.0,Yes,6,0,0,4.67,4.67,4.67,5.0,5.0,5.0,4.17,No,0.27,1.0,89.5
2053,37062341,within an hour,100.0,100.0,No,Yes,Outram,1.28331,103.84513,Entire home/apt,4,1.0,1.0,168.0,Yes,14,0,0,4.21,4.86,4.57,4.86,4.57,4.86,4.14,No,0.51,1.0,42.0
2054,37063111,within an hour,100.0,100.0,No,Yes,Outram,1.28127,103.84507,Entire home/apt,4,1.0,1.0,189.0,Yes,14,0,0,5.0,5.0,4.93,5.0,5.0,4.93,4.79,No,0.7,1.0,47.25
